,doch,jedoch,aber,andererseits,allerdings,hingegen
reinsurance,0,0,1,0,0,0
reintroducing,0,0,1,0,0,0
reinvent,0,0,1,0,0,0
reinvigorate,0,0,1,0,0,0
reiterate,0,2,2,0,2,0
reiterates,0,1,1,0,0,0
reject,2,6,18,0,1,1
rejected,2,11,10,0,1,0
rejecting,0,0,2,0,0,0
rejection,1,2,3,0,0,0
rejects,0,1,0,0,0,0
rejoice,0,1,1,0,0,0
relate,0,0,1,0,0,0
related,1,5,5,0,0,0
relates,1,7,7,1,0,0
relating,0,3,6,1,0,0
relation,2,3,5,0,1,0
relations,4,3,15,1,0,0
relations;,0,0,1,0,0,0
relationship,3,5,4,2,1,0
relationships,0,0,0,1,0,0
relative,1,1,1,1,0,1
relatively,1,0,5,0,2,1
relatives,1,0,1,0,0,0
relaxation,0,1,0,0,0,0
relaxed,0,1,1,0,0,0
release,1,0,0,0,0,0
released,0,0,5,0,0,0
releases,0,1,0,0,0,0
relevance,1,0,3,0,0,0
relevant,2,9,7,0,0,0
reliability,0,1,0,0,0,0
reliable,0,0,3,0,1,0
relied,0,2,0,0,0,0
relief,2,0,2,0,0,0
relies,0,0,1,0,0,0
relieve,0,1,0,0,0,0
relieving,0,1,0,0,0,0
religion,0,0,3,0,0,0
religions,0,0,1,0,0,0
religious,1,2,4,1,0,0
relinquishing,0,1,0,0,0,0
relocation,0,0,2,0,1,0
relocations,1,0,1,0,0,0
reluctant,0,0,1,0,0,0
reluctantly,1,0,0,0,0,0
rely,0,6,1,0,1,0
remain,7,43,21,0,6,0
remainder,0,1,0,0,0,0
remained,0,5,2,0,2,1
remaining,0,3,0,0,0,0
remains,9,68,32,1,13,1
remark,0,0,2,0,0,0
remarkable,1,2,3,0,0,0
remarkably,0,0,1,0,0,0
remarks,3,1,7,0,1,0
remediation,0,0,1,0,0,0
remedied,0,0,1,0,0,0
remedies,0,0,4,0,0,0
remedy,0,1,0,0,0,0
remember,6,22,18,0,6,0
remembered,0,1,1,0,0,0
remembering,0,1,2,0,0,0
remind,3,24,13,0,7,0
reminded,1,2,1,0,0,0
reminds,1,1,0,0,0,0
remiss,0,0,1,0,0,0
remission,0,0,2,0,0,0
remit,1,0,3,0,0,0
remote,0,0,5,0,0,0
remoteness,0,1,0,0,0,0
removal,0,0,2,0,0,0
remove,0,1,1,1,0,0
removed,0,0,5,0,0,0
removing,0,0,1,0,0,0
renaissance,0,0,1,0,0,0
render,0,1,0,0,0,0
renders,1,0,0,0,0,0
renege,1,0,0,0,0,0
reneging,0,1,0,0,0,0
renew,1,0,1,0,1,0
renewable,0,3,5,2,1,0
renewables,0,0,1,1,0,0
renewed,0,0,1,0,0,0
renominated,0,0,1,0,0,0
renounces,0,0,1,0,0,0
rent,0,1,0,0,0,0
reoffenders,0,0,0,0,1,0
reopen,1,0,0,0,0,0
reopening,2,0,0,0,0,0
reorganisation,0,1,0,0,0,0
repair,1,0,1,0,0,0
repairs,0,0,1,0,0,0
repatriated,0,1,0,0,0,0
repatriation,0,1,0,0,0,0
repay,0,1,0,0,0,0
repayments,0,1,0,0,0,0
repeat,1,11,12,0,2,0
repeated,1,2,3,0,0,0
repeatedly,2,0,1,0,1,0
repeating,1,0,3,0,0,0
repent,0,0,1,0,0,0
repercussions,0,1,0,0,0,0
repetition,0,0,1,0,0,0
replace,1,2,3,0,0,0
replaced,1,0,2,0,1,0
replacement,0,1,0,0,0,0
replaces,0,0,0,0,1,0
replied,0,0,2,0,0,0
replies,0,2,2,0,0,0
reply,2,6,12,0,2,0
reply;,0,1,0,0,1,0
report,44,104,151,2,23,3
report;,0,0,0,1,0,0
reported,0,0,1,0,1,0
reports,3,4,12,0,0,0
reprehensible,0,1,0,0,0,0
represent,4,4,7,0,0,0
representation,0,2,0,0,1,1
representations,0,0,0,1,0,0
representative,0,1,2,0,1,0
representatives,2,1,5,0,2,0
represented,3,0,3,0,0,0
representing,0,0,1,0,1,0
represents,6,4,7,0,0,0
repression,0,0,4,0,0,0
repressive,0,1,0,0,0,0
reproach,0,1,1,0,0,0
reprocessing,0,1,0,0,0,0
reproduction,0,1,0,0,0,0
republic,0,0,1,8,0,1
reputation,0,0,0,0,1,0
request,4,3,7,0,2,0
requested,0,2,3,0,0,0
requesting,0,1,0,0,0,0
requests,1,0,2,0,0,0
require,3,15,8,0,3,0
required,6,10,22,2,1,0
requirement,2,2,5,0,0,0
requirements,2,5,6,1,0,0
requires,1,29,23,0,12,1
requiring,0,2,0,0,0,0
requisite,0,1,0,0,0,0
rescue,0,0,2,0,1,0
rescued,1,0,0,0,0,0
research,5,10,21,4,5,1
researchers,0,0,1,0,1,0
resembles,0,0,0,0,1,0
resentment,0,0,1,0,0,0
reservation,1,3,1,0,1,0
reservations,4,6,4,0,1,1
reservations',0,0,1,0,0,0
reserve,0,4,2,0,0,0
reserved,2,2,0,1,0,1
reserves,0,2,3,0,0,0
resettlement,0,0,2,0,0,0
reside,0,0,3,0,0,0
residence,0,0,2,1,1,0
residents,0,1,0,0,0,0
resides,0,0,1,0,0,0
residue,0,0,1,0,0,0
residues,0,0,1,0,0,0
resignation,0,1,0,0,0,0
resilient,1,0,0,0,0,0
resist,0,1,2,0,0,0
resistance,1,0,7,1,0,0
resisted,0,1,0,0,0,0
resolute,0,0,3,0,0,0
resolutely,0,1,1,0,0,0
resolution,12,13,36,0,4,0
resolutions,2,0,7,0,0,0
resolve,2,4,7,0,0,0
resolved,4,4,8,0,0,0
resolving,0,0,0,1,0,0
resonate,0,0,1,0,0,0
resort,0,0,2,1,0,0
resource,1,0,0,0,0,0
resource-constrained,0,1,0,0,0,0
resources,10,11,18,1,3,0
resources;,0,0,1,1,0,0
respect,15,11,43,1,2,0
respectability,0,0,0,1,0,0
respectable,1,1,0,0,0,0
respected,1,0,11,0,0,0
respectful,0,0,0,0,0,1
respectfully,0,1,2,0,0,0
respecting,2,2,1,0,1,0
respective,2,0,1,0,0,0
respects,1,2,7,1,4,0
respond,1,2,3,0,1,0
responded,0,0,0,0,2,0
responding,0,0,2,0,0,0
response,1,9,13,0,3,0
responses,0,3,1,0,0,0
responsibilities,1,3,11,0,0,0
responsibility,6,7,34,3,1,0
responsible,2,6,22,1,0,1
responsibly,0,0,2,0,0,0
rest,3,6,11,0,2,0
restarting,1,0,0,0,0,0
restitution,0,1,0,0,0,0
restoration,0,0,1,0,0,0
restore,1,0,0,0,1,0
restored,0,1,0,0,0,0
restrain,0,1,0,0,0,0
restraint,0,1,0,0,0,0
restrict,1,0,3,1,1,0
restricted,0,2,2,0,0,0
restricting,0,2,0,1,0,0
restriction,0,0,0,1,1,0
restrictions,1,4,7,1,0,0
restrictive,0,1,0,0,0,0
restricts,0,1,0,0,0,0
restructuring,0,1,2,0,1,0
rests,0,2,1,0,0,0
result,12,9,31,0,3,0
resultant,0,1,0,0,0,0
resulted,3,2,2,0,0,0
resulting,1,3,0,0,0,0
results,6,10,17,0,4,0
resume,0,1,0,0,0,0
resumed,1,0,0,0,0,0
resurrect,0,0,1,0,0,0
retail,0,1,0,0,0,0
retailers,0,0,1,0,0,0
retain,1,5,5,0,0,0
retained,0,1,3,0,0,0
retaining,1,0,1,0,0,0
retains,0,1,0,0,0,0
retention,0,2,0,0,0,0
reticent,0,0,1,0,0,0
retirement,0,0,2,0,0,0
retrain,1,0,0,0,0,0
retreat,0,1,1,0,0,0
retrieve,1,0,0,0,0,0
return,2,12,10,0,0,0
returned,1,2,3,0,0,0
returning,2,0,10,0,0,0
returns,0,0,0,1,0,0
reul,1,0,0,0,0,0
reunification,0,0,1,0,1,0
reunited,0,0,1,0,0,0
reveal,0,0,1,0,1,0
revealed,0,2,0,0,1,0
revealing,2,0,0,0,0,0
reveals,0,1,0,0,0,0
revenue,0,0,1,0,1,0
revenues,1,0,0,1,0,0
reverse,0,1,4,0,1,0
reversed,0,0,1,0,0,0
reversing,0,0,1,0,0,0
reverting,0,0,1,0,0,0
review,1,6,6,1,1,1
reviewed,2,1,1,0,1,0
reviews,0,1,0,0,0,0
revise,0,2,0,0,0,0
revised,0,1,2,0,0,0
revising,1,0,0,0,0,0
revision,1,2,0,0,0,0
revisit,0,0,1,0,0,0
revitalisation,0,0,1,0,0,0
reviving,0,1,0,0,0,0
revolution,0,0,2,0,0,0
revolutionary,0,0,1,0,0,0
revulsion,1,0,0,0,0,0
reward,1,0,2,0,0,0
rewarding,0,0,2,0,0,0
rewording,0,1,0,0,0,0
reworked,0,0,1,0,0,0
rewriting,0,0,1,0,0,0
rex,0,0,1,0,0,0
rhetoric,1,0,0,0,0,0
rhetorical,0,1,2,0,0,0
rhine-main-meuse,0,0,1,0,0,0
rhinelanders,0,0,1,0,0,0
ria,0,0,1,0,0,0
rice,0,0,0,0,2,0
rich,1,1,5,0,0,0
richer,0,0,1,0,1,0
riches,1,0,0,0,0,0
richest,1,1,0,0,0,0
rid,1,0,0,1,1,0
ridding,1,0,0,0,0,0
ride,0,1,0,0,0,0
rides,0,1,1,0,0,0
ridicule,0,0,1,0,0,0
ridiculed,0,1,0,0,0,0
ridiculous,4,0,1,0,0,0
riding,0,0,1,1,0,0
rifkin,0,0,1,0,0,0
rig,0,0,0,1,0,0
right,27,20,96,2,11,2
right-holders,1,0,1,0,0,0
right-wing,0,0,2,0,0,0
right;,1,0,2,0,0,0
rightly,2,6,6,1,0,0
rights,20,31,81,13,6,1
rights',0,0,1,0,0,0
rigid,1,0,1,0,0,0
rigorous,0,0,1,0,0,0
rigorously,0,0,1,0,0,0
rigour,0,0,3,0,0,0
riles,0,0,1,0,0,0
ring-fence,0,0,1,0,0,0
ring-fenced,0,1,0,0,0,0
ringing,0,0,1,0,0,0
rio,0,0,1,0,0,0
riots,1,0,0,0,0,0
ripe,0,0,1,0,0,0
ripening,0,0,1,0,0,0
rise,0,4,4,1,4,0
rises,0,1,0,0,0,0
rising,1,0,3,0,0,0
risk,7,13,18,0,3,0
risks,3,2,8,0,0,0
ritual,1,0,1,0,0,0
rituals,0,0,0,0,1,0
rivals,0,0,1,0,0,0
road,3,5,15,0,1,0
road',0,0,1,0,0,0
road-free,0,0,1,0,0,0
road-transport,0,0,1,0,0,0
roadmap,0,0,4,0,0,0
roads,0,0,5,0,0,0
roaming,1,0,0,0,0,0
robbery,1,0,1,0,0,0
robbing,1,0,0,0,0,0
robert,0,1,0,0,0,0
robust,0,0,1,0,0,0
robustness,1,0,0,0,0,0
rocard,0,1,0,0,0,0
rock,0,0,2,0,0,0
rocket,1,0,0,0,0,0
rockets,0,0,1,0,0,0
rocky,1,0,0,0,0,0
rod,0,0,1,0,0,0
rojo,1,0,1,0,0,0
role,10,14,17,2,0,1
role',0,0,1,0,0,0
roll,0,0,1,0,0,0
rolls-royce,1,0,0,0,0,0
roma,1,0,1,1,0,1
romania,0,1,6,0,3,1
romano,0,0,0,0,1,0
rome,1,0,1,0,1,0
rompuy,0,0,2,0,0,0
room,3,2,5,0,1,0
rooms,0,0,1,0,0,0
root,1,0,2,0,0,0
rooted,1,0,0,0,0,0
roots,1,0,0,0,0,0
rosé,0,0,1,0,0,0
rothe;,0,0,0,0,1,0
rothley,0,0,1,0,0,0
rotterdam,1,0,1,0,0,0
rough,0,1,0,0,0,0
roughly,1,1,0,0,0,0
round,3,0,8,0,0,0
roussillon,0,0,1,0,0,0
route,1,0,4,0,0,0
route),0,0,1,0,0,0
routes,0,0,1,1,0,0
rovers,0,0,1,0,0,0
rubbing,1,0,0,0,0,0
rude,0,0,1,0,0,0
rudely,0,1,0,0,0,0
rugby,0,0,1,0,0,0
ruin,0,1,0,0,0,0
ruined,0,0,1,0,0,0
rule,7,5,12,0,0,0
rule-of-law,0,0,1,0,0,0
ruled,3,0,1,0,0,0
rules,16,17,43,3,3,0
ruling,2,1,1,2,0,0
rulings,0,0,2,0,0,0
rum,0,1,0,0,0,0
ruminant,0,0,1,0,0,0
rumour,0,0,1,0,0,0
rumours,1,0,0,0,0,0
run,3,0,2,1,0,0
runaway,0,0,1,0,0,0
running,2,2,7,0,0,0
runs,0,1,1,0,0,0
rural,1,1,4,0,0,0
rush,1,1,0,0,0,0
rushed,1,0,0,0,0,0
russia,4,5,22,2,0,0
russia's,0,0,1,0,0,0
russian,2,2,5,1,0,0
russian-speaking,0,1,0,0,0,0
rwanda,0,1,0,0,0,0
rübig,0,1,0,0,0,0
rühle,0,0,1,0,0,0
s,3,5,15,0,6,0
s&d,0,0,1,0,0,0
sabena,0,0,0,0,1,0
saberi,0,0,1,0,0,0
sabotaged,0,0,1,0,0,0
saccone,1,0,0,0,0,0
sacconi,1,0,0,0,0,0
sacrifice,0,0,0,0,1,0
sacrificed,0,0,1,0,0,0
sacrifices,1,0,2,0,0,0
sacrificing,0,1,0,0,0,0
sacrosanct,1,1,0,0,0,0
sad,1,2,5,0,0,0
saddam,1,2,0,0,0,0
saddened,1,0,1,0,0,0
saddens,0,0,1,0,0,0
sadder,0,1,0,0,0,0
sadly,9,1,15,0,0,0
safe,4,2,8,1,0,1
safe',0,1,0,0,0,0
safeguard,0,0,4,0,0,0
safeguarding,0,1,0,0,0,0
safeguards,0,0,4,0,0,0
safer,0,0,2,0,0,0
safety,7,5,26,3,1,0
sagan,0,1,0,0,0,0
said,20,46,78,2,11,2
sailing,0,0,1,0,0,0
saint,1,0,1,0,0,0
saints,0,0,1,0,0,0
sake,7,3,5,1,1,0
sakharov,0,0,2,0,0,0
salaries,1,0,1,0,0,0
salary,0,2,2,0,0,0
sale,0,0,1,0,0,0
sales,1,1,5,0,1,1
salman,0,0,1,0,0,0
salmon,0,0,2,0,0,0
salt,1,0,0,0,0,0
salvador,0,0,1,0,0,0
salvation,1,0,0,0,0,0
salve,0,0,1,0,0,0
same,30,145,255,12,20,4
same;,0,0,1,0,0,0
samland,0,0,1,0,0,0
sanader,0,1,0,0,0,0
sanction,2,0,0,0,0,0
sanctions,3,2,7,1,1,0
sand,0,0,3,0,0,0
sands,0,0,1,0,0,0
sandy,0,0,1,0,0,0
sane,0,0,0,0,1,0
santer,1,0,4,0,0,0
sapard,0,0,1,0,0,0
sars,0,1,0,0,0,0
satellite,2,0,0,0,0,0
satisfaction,0,2,2,0,0,0
satisfactorily,0,0,1,0,0,0
satisfactory,3,3,2,0,0,0
satisfied,1,1,6,0,1,0
satisfies,0,2,1,0,0,0
satisfy,0,2,2,0,0,0
satisfying,0,0,0,0,1,0
saudi,0,0,1,0,0,0
save,2,1,3,0,0,0
saving,1,0,5,0,0,1
savings,0,2,2,0,0,0
saw,0,8,5,0,0,0
say,48,76,118,1,38,4
saying,7,5,23,1,2,0
says,2,8,14,2,2,0
scale,1,1,4,0,1,0
scale;,0,0,1,0,0,0
scales,0,0,0,1,0,0
scandal,1,1,0,0,0,0
scandalised,0,0,0,1,0,0
scandalous,1,1,0,0,0,0
scandals,1,1,0,0,0,0
scandinavia,0,0,1,1,0,0
scandinavian,0,0,1,0,0,0
scanners,0,0,1,0,0,0
scant,1,0,0,0,0,0
scarce,0,0,1,0,0,0
scarcely,1,2,1,0,0,0
scare-mongering,0,1,0,0,0,0
scared,1,0,0,0,0,0
scattered,0,0,1,0,0,0
scenario,1,2,0,0,0,0
scenarios,0,1,5,0,0,0
scene,0,0,1,0,0,0
sceptical,1,1,1,0,0,1
sceptics,1,0,1,0,1,0
schedule,0,0,5,0,0,0
schedules,0,0,1,0,0,0
scheme,2,3,2,0,0,0
schemes,0,2,0,0,0,1
schengen,1,1,8,0,0,1
schizophrenia,1,0,0,0,0,0
schizophrenic,1,0,0,0,0,0
schmid,0,1,0,0,0,0
scholarship,0,0,1,0,0,0
scholasticism,1,0,0,0,0,0
school,0,2,0,0,0,0
schools,2,1,2,0,0,0
schröder,0,0,1,0,0,0
schulz,0,1,1,0,1,0
science,2,0,5,0,0,0
scientific,1,4,9,3,0,0
scientifically,0,1,1,0,0,0
scientist,0,0,1,0,0,0
scientists',1,0,0,0,0,0
scope,2,7,7,1,0,0
scoreboard,1,0,0,0,0,0
scores,0,1,0,0,0,0
scot-free,0,0,1,0,0,0
scotland,0,1,3,0,0,0
scrap-heap,0,0,0,1,0,0
scratched,0,0,0,0,1,0
screaming,1,0,0,0,0,0
screen,0,0,1,0,0,0
scrutiny,0,1,1,0,0,0
se,1,0,2,0,0,0
sea,1,3,14,2,0,1
sea-based,0,1,0,0,0,0
seafarers',0,1,0,0,0,0
seal,1,1,0,0,0,0
seals,0,0,1,0,0,0
search,1,1,0,0,0,0
seas,0,1,1,0,0,0
seat,1,1,2,0,0,0
seats,0,1,0,0,0,0
seattle,0,2,0,0,0,0
secchi,0,0,1,0,0,0
second,5,9,13,0,1,0
secondary,0,0,1,0,0,0
secondly,3,3,12,44,1,0
secondment,0,0,1,0,0,0
seconds,0,1,1,0,0,0
secrecy,0,2,1,0,0,0
secret,1,2,3,0,0,0
secretariat,0,0,1,0,0,0
secretaries-general,0,0,1,0,0,0
secretary,0,0,0,0,1,0
secretary-general,0,0,1,0,0,0
secretary-general's,0,0,1,0,0,0
sect,0,0,1,0,0,0
section,0,5,2,0,0,0
section;,0,1,0,0,0,0
sections,0,0,1,0,0,0
sector,5,14,38,1,4,1
sector's,0,0,1,0,0,0
sectoral,0,0,1,0,0,0
sectors,4,2,15,1,1,1
sectors;,0,0,0,0,1,0
secular,1,0,2,0,0,0
secure,0,1,5,1,0,0
secured,0,0,1,0,0,0
securing,0,0,1,0,0,0
securities,0,0,1,0,1,0
security,12,13,41,1,1,1
see,26,31,48,1,12,0
seeds,0,1,0,0,0,0
seeing,2,2,3,0,0,1
seek,2,5,3,0,1,0
seeker's,0,1,0,0,0,0
seekers,1,0,3,0,0,0
seeking,4,1,4,0,0,1
seeks,2,2,3,0,0,0
seem,7,18,13,0,4,1
seemed,2,4,2,1,0,0
seemingly,1,0,0,0,1,0
seems,14,41,28,1,8,1
seen,5,8,10,1,1,0
sees,2,1,0,0,1,0
segregated,0,0,1,0,0,0
seize,1,0,0,0,0,0
seizing,0,0,1,0,0,0
select,1,1,0,0,0,0
selected,1,0,2,0,0,0
selection,1,1,1,0,0,1
selective,1,0,0,0,1,0
self-,0,1,0,0,0,0
self-centred,0,0,1,0,0,0
self-critically,0,0,1,0,0,0
self-criticism;,0,0,1,0,0,0
self-determination,0,0,4,1,0,0
self-employed,0,2,0,0,0,0
self-evident,1,1,3,0,0,1
self-explanatory,1,0,0,0,0,0
self-handling,0,1,0,0,0,0
self-interest,1,0,0,0,0,0
self-reliance,1,0,0,0,0,0
self-restraint,1,0,0,0,0,0
self-sufficiency,0,0,1,0,0,0
selfish,1,0,0,0,0,0
sell,0,0,1,0,0,0
selling,0,1,1,0,0,0
selling-out,0,1,0,0,0,0
seminars,0,0,0,0,0,1
senators,0,0,1,0,0,0
send,3,4,5,1,0,0
sending,0,0,1,0,0,0
sends,2,0,3,0,0,0
sensational,0,0,1,0,0,0
sense,10,8,10,1,2,1
sensibilities,0,0,1,0,0,0
sensible,3,2,9,0,1,0
sensitive,1,1,5,1,0,0
sensitively,0,0,1,0,0,0
sensitivities,0,0,0,1,0,0
sensitivity,0,0,1,0,0,0
sensus,0,0,1,0,0,0
sent,0,2,0,0,0,0
sentence,0,1,3,1,0,0
sentenced,0,1,0,0,0,0
sentences,0,0,1,0,0,0
sentencing,0,0,1,0,0,1
sentiment,0,1,0,0,0,0
sentiments,1,2,1,0,0,0
seoul,0,0,0,0,1,0
separate,3,2,6,1,0,1
separated,0,2,0,0,0,0
separately,0,0,4,0,0,0
september,1,2,5,0,0,0
sequel,0,0,0,0,1,0
serb,0,0,2,0,0,0
serbia,0,1,2,0,0,1
serbian,0,1,1,0,0,0
serbs,1,0,3,0,0,0
series,2,3,1,0,0,0
serious,13,23,21,1,4,0
serious',0,0,1,0,0,0
seriously,4,8,15,0,1,0
seriousness,1,0,1,0,0,0
servanda,0,0,0,0,1,0
servants,0,0,2,0,0,0
serve,1,3,2,0,2,0
served,0,0,1,0,0,0
serves,3,1,0,0,0,0
service,8,7,13,0,3,0
services,6,11,30,1,3,1
services;,0,1,0,0,0,0
session,2,0,3,0,0,0
sessional,1,0,0,0,0,0
set,11,14,22,1,2,0
set-aside,0,0,1,0,0,0
setback,1,0,0,0,0,0
setbacks,0,1,2,0,0,0
sets,1,3,3,0,1,0
setting,3,1,6,0,1,0
settle,0,2,1,0,0,0
settled,1,0,1,0,0,0
settlement,0,0,2,1,0,0
settlers,0,0,1,0,0,0
settles,0,0,0,0,1,0
seven,1,3,5,0,0,0
seven-year,1,0,0,0,0,0
seventh,0,1,0,0,1,0
seventy,1,0,0,0,0,0
several,5,10,11,0,1,0
severe,0,0,1,0,0,0
severely,0,0,2,0,0,0
seville,0,0,4,0,0,0
sewage,0,1,0,0,0,0
sex,0,1,0,0,0,0
sexual,2,1,1,0,1,0
shadow,3,1,3,0,0,0
shake,1,0,0,0,0,0
shakespeare,0,0,1,0,0,0
shalit,0,0,1,0,0,0
shall,9,27,33,1,6,0
shallow,0,0,2,0,0,0
shame,3,1,3,0,0,0
"shame""",0,0,1,0,0,0
shameful,0,1,0,0,0,0
shamefully,0,1,0,0,0,0
shamelessness,0,1,0,0,0,0
shape,1,1,1,0,0,0
share,4,23,11,2,4,0
shared,1,0,6,2,0,0
shareholders,1,0,0,0,0,0
shares,1,3,2,0,1,1
sharing,0,0,2,0,0,0
sharm,0,0,1,0,0,0
sharon,0,0,1,0,0,0
sharp,1,0,1,0,0,0
sharply,0,0,1,0,0,0
shattered,0,0,0,0,0,1
shay,0,1,0,0,0,0
she,8,6,16,1,6,0
shed,1,0,0,0,0,0
sheep,0,0,2,0,0,0
sheer,2,0,2,0,0,0
shelf,0,1,0,0,0,0
shepherdstown,0,0,1,0,0,0
shield,1,0,0,0,0,0
shift,2,1,2,0,0,0
shifted,0,0,1,0,0,0
shifting,0,0,0,1,0,0
ship,0,0,2,0,0,0
shipbuilding,0,0,1,0,0,0
shipowners,0,0,1,0,0,0
shipped,0,0,1,0,0,0
shipping,1,1,1,0,0,0
ships,0,0,5,0,0,0
shipwrecks,0,0,1,0,0,0
shipyard,0,0,1,0,0,0
shipyards,0,0,1,0,0,0
shock,1,0,0,0,0,0
shocked,1,1,1,0,0,0
shocking,0,1,0,0,0,0
shocks,0,0,1,0,0,0
shoes,0,0,2,0,0,0
shook,0,0,1,0,0,0
shopping,0,0,2,0,0,0
shops,0,0,3,0,0,0
shores,0,1,0,0,0,0
short,8,11,16,1,1,0
short-run,1,0,0,0,0,0
short-term,0,1,1,0,0,1
shortage,0,0,1,0,1,1
shortcomings,2,4,1,1,1,0
shorter,1,0,2,0,0,0
shortest,0,1,0,0,0,0
shortly,1,0,2,0,0,0
shortsighted,0,0,0,0,1,0
shots,0,0,1,0,0,0
should,136,522,429,5,97,5
shoulder,2,0,1,0,0,0
shouldered,1,0,0,0,0,0
shouldering,1,0,0,0,0,0
shoulders,1,0,3,0,0,0
shouldn't,0,0,1,0,0,0
shout,0,1,0,0,0,0
show,9,18,10,1,1,1
showed,2,0,3,0,0,0
showing,0,1,0,0,0,0
shown,3,24,7,0,3,0
shows,9,12,9,0,4,0
shut,1,0,1,0,0,0
shuttle,0,0,0,1,0,0
shy,0,1,1,0,0,0
siberia,0,0,1,0,0,0
sick,0,0,1,0,0,0
side,7,11,17,0,1,1
side-effects,0,0,1,0,0,0
side;,0,0,1,0,0,0
sideline,0,1,0,0,0,0
sides,2,1,5,0,0,0
sides;,0,0,0,1,0,0
sierra,0,0,0,0,0,1
sieve',0,0,1,0,0,0
sight,0,2,1,0,0,0
sign,1,0,2,0,1,0
signal,2,0,3,0,1,0
signals,1,0,3,0,0,0
signatories,1,0,0,0,0,0
signatures,2,0,0,0,0,0
signed,1,0,5,3,0,0
significance,2,2,3,0,0,0
significant,6,10,7,0,1,0
significantly,0,4,3,0,1,0
signifies,0,0,1,0,0,0
signing,0,1,3,0,0,0
signs,1,2,1,0,0,0
silence,1,1,2,0,0,0
silenced,0,0,1,0,0,0
silent,0,2,3,0,0,0
silguy,1,0,0,0,0,0
silver,0,0,1,0,0,0
similar,0,2,2,1,0,1
similarities,0,0,1,0,0,0
similarity,1,2,0,0,0,0
similarly,2,0,3,0,1,0
simmering,0,0,1,0,0,0
simple,7,4,11,0,0,0
simpler,1,0,1,1,0,0
simpler',0,0,1,0,0,0
simplest,2,0,1,0,0,0
simplicity,0,0,1,0,0,0
simplification,0,1,4,0,0,0
simplified,1,0,1,0,0,0
simplify,0,1,0,0,2,0
simplifying,1,0,1,0,1,0
simplistic,0,0,1,0,0,0
simply,36,15,21,0,7,0
simpsons,0,0,1,0,0,0
simultaneous,0,0,0,1,0,0
simultaneously,0,0,1,0,0,0
sin,0,0,1,0,0,0
since,46,24,55,1,4,0
sincere,0,1,3,0,0,0
sincerely,0,4,2,0,0,0
sing,0,0,1,0,0,0
singapore,1,0,0,0,0,0
singing,0,0,1,0,1,0
single,8,9,12,1,2,0
single-handedly,0,1,0,0,0,0
sings,0,0,1,0,0,0
sins,0,0,1,0,0,0
sir,0,0,2,0,1,0
sit,1,1,1,0,1,0
site,0,1,1,0,0,0
sites,0,1,1,0,0,0
sits,0,0,1,0,0,0
sitting,0,1,6,0,1,0
sitting;,0,0,0,0,0,1
sittings,2,0,2,0,0,0
situation,23,24,45,2,11,0
situations,0,2,4,0,0,0
six,4,1,2,0,2,0
six-party,0,0,1,0,0,0
size,0,0,2,0,2,0
sizeable,0,1,0,0,0,0
sizing,0,0,0,1,0,0
sjöstedt,1,0,0,0,0,0
skating,1,0,1,0,0,0
sketched,0,0,1,0,0,0
skies,0,0,1,0,0,0
skilled,1,0,1,0,0,0
skills,0,0,1,0,0,0
skim,0,1,0,0,0,0
skip,1,0,0,0,0,0
skippers,0,0,0,0,0,1
sky,1,0,1,0,0,0
skyeurope,0,0,1,0,0,0
sky’,0,0,1,0,0,0
slandered,0,0,1,0,0,0
slap,0,0,1,0,0,0
slaughter,0,1,0,0,0,0
slaughterhouse,0,0,1,0,0,0
slaughterhouses,0,0,2,0,0,0
slave,0,0,1,0,0,0
slavery,0,0,0,0,1,0
slavs,0,0,1,0,0,0
sleeping,1,0,0,0,0,0
sleepy,0,0,1,0,0,0
slight,1,1,0,0,1,0
slightly,3,3,3,0,3,0
slobodan,0,0,1,0,0,0
slope,0,1,0,0,0,0
slots,0,0,1,0,0,0
slovakia,0,0,1,0,1,0
slovenia,0,0,1,0,0,0
slow,0,4,6,0,0,0
slow-down,0,1,0,0,0,0
slowdown,0,1,0,0,0,0
slowed,0,1,0,0,0,0
slowly,0,0,13,0,0,0
smack,0,0,1,0,0,0
small,14,10,44,0,3,0
smaller,1,1,6,1,0,0
smallest,0,0,1,0,0,0
smash,0,1,0,0,0,0
smear,0,0,1,0,0,0
smes,2,0,6,0,0,0
smet,0,1,0,0,1,0
smiles,1,0,0,0,0,0
smiling,0,0,1,0,0,0
smoke,0,0,1,0,0,0
smoke-free,0,0,1,0,0,0
smoke-polluted,1,0,0,0,0,0
smokers,0,0,1,0,0,0
smoking,1,2,1,0,0,0
smooth,0,1,1,0,0,0
smoothly,0,0,1,0,0,0
snag;,0,0,0,0,1,0
snail’s,0,0,1,0,0,0
snap,1,0,0,0,0,0
so,86,59,202,5,25,1
so-called,0,0,3,0,0,0
so;,0,0,1,0,0,0
soap-boxes,0,0,0,0,0,1
social,14,14,48,9,2,1
socialism,0,0,1,0,0,0
socialist,1,1,5,0,1,0
socialists,2,0,0,0,0,0
socially,0,0,1,0,0,0
societal,0,1,0,0,0,0
societies,1,0,2,1,2,0
society,3,4,21,0,1,0
socio-economic,1,1,1,0,0,0
sociopolitical,0,0,1,0,0,0
soft-fruit,0,0,0,0,1,0
softer,0,0,1,0,0,0
software,0,1,1,0,0,0
soil,1,1,4,0,0,0
solana,0,0,4,0,0,0
